shard,id,name,verdict,score,auto_lock,events,coverage_h,span_h,gaps_gt_2h,empty_desc,title_ar_pct,title_latin_pct,desc_ar_pct,feed_country,issues,warnings,preview_1,preview_2
mena-other,Salam.HD.ae,Salam HD,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Samira.HD.ae,Samira HD,REVIEW,84,0,33,56.0,56.0,0,33,0.0,100.0,0.0,ae,,LONG_GT_6H=3; EMPTY_DESC=33(100%),Fatma,Morning Talks
mena-other,Saout.Alaqila.ae,Saout Alaqila,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Sat-7.Arabic.ae,Sat-7 Arabic,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Sat-7.Kids.ae,Sat-7 Kids,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Sawt.Al-alam.ae,Sawt Al-alam,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,SBN.ae,SBN,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,SERIES1 DIGITAL.qa,SERIES1 DIGITAL.qa,REVIEW,84,0,51,43.1,45.0,0,51,94.1,94.1,0.0,qa,,EMPTY_DESC=51(100%); LOW_TITLE_DIVERSITY=20%,E9 | S1 فروم,E4 | S1 يور أونر
mena-other,SERIES2 DIGITAL.qa,SERIES2 DIGITAL.qa,REVIEW,92,0,45,43.0,45.0,0,45,95.6,66.7,0.0,qa,,EMPTY_DESC=45(100%),E2 | S1 القاتل الذي أحبني,E6 | S1 أوراق النسيان
mena-other,Shehab.TV.HD.ae,Shehab TV HD,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,SmartZone.sa,SmartZone.sa,REVIEW,84,0,46,46.0,46.0,0,0,0.0,100.0,100.0,sa,,REPEATED_TITLE=100%; LOW_TITLE_DIVERSITY=2%,SmartZone,SmartZone
mena-other,Sout.AL.Arab.ae,Sout AL Arab,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Space Toon.sa,Space Toon.sa,PASS,100,1,98,45.25,45.25,0,0,100.0,0.0,100.0,sa,,,44 كاتس,بلوي
mena-other,Sport 24.sa,Sport 24.sa,PASS,100,1,46,46.0,46.0,0,0,100.0,0.0,100.0,sa,,,ملفّات:الحلقة 18,سيكرتس أوف سكسيس
mena-other,Sports.First.ae,Sports First,REVIEW,92,0,216,46.62,48.3,0,216,0.0,100.0,0.0,ae,,EMPTY_DESC=216(100%),Belcar 2024 Ep 2 pt 2,Asian Le Mans 2024 Ep 1 pt 1
mena-other,Star Action.sa,Star Action.sa,PASS,100,1,28,47.58,47.58,0,0,100.0,3.6,100.0,sa,,,إكوز أوف وور,بيرييرز باونتي
mena-other,Star Movies HD.sa,Star Movies HD.sa,PASS,100,1,26,46.58,46.58,0,0,100.0,0.0,100.0,sa,,,ويتينغ فور ذا باربيريانز,ذي آنّنون كانتري
mena-other,Star World HD.sa,Star World HD.sa,PASS,100,1,52,46.0,46.0,0,0,100.0,0.0,100.0,sa,,,أفضل طباخ في أستراليا:بريشر تيست: بلين بيرتونتشيلوز ...,بريطانيا لديها مواهب:تجارب الأداء 2
mena-other,stc tv cinema.sa,stc tv cinema.sa,PASS,100,1,27,46.42,46.42,0,0,100.0,0.0,100.0,sa,,,برين أون فاير,جريمة الإيموبيليا
mena-other,stc tv drama.sa,stc tv drama.sa,PASS,100,1,61,45.75,45.75,0,0,100.0,0.0,100.0,sa,,,اليتيم:الحلقة 11,ورد وشوكولاتة:عتبة مباركة
mena-other,stc tv family.sa,stc tv family.sa,PASS,100,1,76,46.0,46.0,0,0,100.0,0.0,100.0,sa,,,ذا ليتل غوست,عيال الحالة:أزمة شارع الثلاثين 2
mena-other,stc tv sports 1 HD.sa,stc tv sports 1 HD.sa,PASS,100,1,28,47.17,47.17,0,0,75.0,25.0,100.0,sa,,,فروسينوني × فينيزيا 2026/27,بارما × مونزا 2026/27
mena-other,stc tv sports HD.sa,stc tv sports HD.sa,PASS,100,1,29,46.5,46.5,0,0,75.9,24.1,100.0,sa,,,فينيزيا × ليتشي 2026/27,نابولي × بولونيا 2026/27
mena-other,STV1 HD.sa,STV1 HD.sa,REVIEW,92,0,38,26.0,26.0,0,38,100.0,0.0,0.0,sa,,EMPTY_DESC=38(100%),صباح السعودية,الأيام الخالية
mena-other,Stêrk.TV.HD.ae,Stêrk TV HD,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Sukariya.Cinema.ae,Sukariya Cinema,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Sukariya.Classic.ae,Sukariya Classic,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Sukariya.Hekayat.ae,Sukariya Hekayat,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Sukariya.Zaman.ae,Sukariya Zaman,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Taha.ae,Taha,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,TCM.sa,TCM.sa,PASS,100,1,25,46.58,46.58,0,0,100.0,0.0,100.0,sa,,,لاڤ & آذر دراغز,فيري باد ثينغز
mena-other,Teba.8.ae,Teba 8,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,TeN TV.eg,TeN TV.eg,REVIEW,92,0,45,48.0,48.0,0,45,68.9,31.1,0.0,eg,,EMPTY_DESC=45(100%),برنامج,Bel Waraqa wel Qalam
mena-other,TFC HD.sa,TFC HD.sa,REVIEW,92,0,19,16.73,16.73,0,19,0.0,100.0,0.0,sa,,EMPTY_DESC=19(100%),TANDEM NG BAYAN,OH MY GAN!
mena-other,Thaqalayn.TV.ae,Thaqalayn TV,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Thikrayat Tv.eg,Thikrayat Tv.eg,REVIEW,84,0,57,47.5,47.5,0,57,35.1,64.9,0.0,eg,,EMPTY_DESC=57(100%); LOW_TITLE_DIVERSITY=19%,Abnaa El Ghad 3,برنامج أديب من بلادي
mena-other,TLCArabia.us@SD,TLC HD,PASS,100,1,52,40.98,40.98,0,0,100.0,0.0,100.0,,,,دابيلينغ داون ويذ ذا ديريكوز,90 داي فيانسي: هابيلي إيفر أفتر؟
mena-other,Travel.sa,Travel.sa,PASS,100,1,46,46.0,46.0,0,0,100.0,0.0,100.0,sa,,,بناء آلاسكا:ايه هيليكوبتر دروب,ميستريز آت ذا كاسل:ديكينز أفير
mena-other,TRT.Arabiya.ae,TRT Arabiya,REVIEW,84,0,78,41.0,41.0,0,78,0.0,100.0,0.0,ae,,EMPTY_DESC=78(100%); LOW_TITLE_DIVERSITY=15%,News,Interaction
mena-other,TRT.Kurdî.ae,TRT Kurdî,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,TRT.World.ae,TRT World,REVIEW,84,0,92,49.0,49.0,0,92,0.0,100.0,0.0,ae,,EMPTY_DESC=92(100%); LOW_TITLE_DIVERSITY=17%; DUPLICATE_TIMELINE_GROUP=2; DUPLICATE_TIMELINE_UNRELATED,Business News,Nexus
mena-other,TV5.Monde.ae,TV5 Monde,REVIEW,84,0,69,47.02,49.23,1,69,5.8,100.0,0.0,ae,,EMPTY_DESC=69(100%); GAPS_GT_2H=1/TOTAL=2.2h,VROUM,CHÂTEAU !
mena-other,TWR.ARABIC.ae,TWR ARABIC,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Télé.Tchad.ae,Télé Tchad,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Utv.eg,Utv.eg,REVIEW,92,0,14,13.0,13.0,0,14,57.1,42.9,0.0,eg,,EMPTY_DESC=14(100%),Saadaet Al Magnoun,Mashaeir
mena-other,WATAR.SHJ.ae,WATAR SHJ,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Wedotv.Big.Stories.ae,Wedotv Big Stories,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,West.Elbalad.Zaman.ae,West Elbalad Zaman,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,World.Fishing.Network.ae,World Fishing Network,REVIEW,92,0,97,47.45,48.45,0,97,0.0,100.0,0.0,ae,,EMPTY_DESC=97(100%),Two Conchs Heads to Alaska,Two Conchs Heads to Alaska
mena-other,Wousta from Al Dhaid.sa,Wousta from Al Dhaid.sa,REVIEW,84,0,46,46.0,46.0,0,0,100.0,0.0,100.0,sa,,REPEATED_TITLE=100%; LOW_TITLE_DIVERSITY=2%,الوسطى من الذيد,الوسطى من الذيد
mena-other,WTV.eg,WTV.eg,REVIEW,92,0,62,46.5,47.5,0,62,77.4,22.6,0.0,eg,,EMPTY_DESC=62(100%),Omla Nadra,برنامج وثائقي
mena-other,Yalla.Mosar3a.ae,Yalla Mosar3a,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Zarok.TV.ae,Zarok TV,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,Zee Aflam.sa,Zee Aflam.sa,PASS,100,1,26,48.0,48.0,0,0,100.0,0.0,100.0,sa,,,غودباي,علي
mena-other,Zee Alwan.sa,Zee Alwan.sa,PASS,100,1,46,46.0,46.0,0,0,100.0,0.0,100.0,sa,,,الساحرات الأربعة:الحلقة 4,توابع:الحلقة 6
mena-other,Zekrayat.sa,Zekrayat.sa,PASS,100,1,55,45.5,45.5,0,0,100.0,0.0,100.0,sa,,,المناهل,اختلاف على الهوا
mena-other,Çira.TV.ae,Çira TV,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,ae,NO_PROGRAMMES,,,
mena-other,أبو ظبي.eg,أبو ظبي.eg,REVIEW,92,0,18,14.0,14.0,0,10,83.3,22.2,100.0,eg,,EMPTY_DESC=10(56%),internatiol news 2026,برنامج بلادنا امانة
mena-other,أو إس إن شو كايس.eg,أو إس إن شو كايس.eg,PASS,100,1,66,43.75,43.75,0,0,0.0,100.0,100.0,eg,,,After the Thrones,After the Thrones
mena-other,أو إس إن فاميلي موفيز.eg,أو إس إن فاميلي موفيز.eg,PASS,100,1,8,12.42,12.42,0,0,0.0,100.0,100.0,eg,,,Alvin and the Chipmunks: The Road Chip,The Lego Movie
mena-other,أو إس إن كرايم.eg,أو إس إن كرايم.eg,REVIEW,92,0,51,43.75,43.75,0,0,0.0,100.0,100.0,eg,,LOW_TITLE_DIVERSITY=16%,Murder in a Small Town S2,Chicago Fire S14
mena-other,أو إس إن كوميدي.eg,أو إس إن كوميدي.eg,REVIEW,92,0,83,36.83,36.83,0,0,0.0,100.0,100.0,eg,,LOW_TITLE_DIVERSITY=10%,Friends S9,The Big Bang Theory S5
mena-other,أو إس إن كيدز.eg,أو إس إن كيدز.eg,PASS,100,1,59,13.67,13.67,0,0,3.4,96.6,100.0,eg,,,The Croods: Family Tree S2,Tee and Mo
mena-other,أو إس إن موفيز أكشن.eg,أو إس إن موفيز أكشن.eg,PASS,100,1,7,13.75,13.75,0,0,0.0,100.0,100.0,eg,,,Superman IV: The Quest for Peace,Superman
mena-other,أو إس إن موفيز بريميير.eg,أو إس إن موفيز بريميير.eg,PASS,100,1,7,13.33,13.33,0,0,0.0,100.0,100.0,eg,,,The Little Things,In the Heights
mena-other,أو إس إن موفيز كوميدي.eg,أو إس إن موفيز كوميدي.eg,PASS,100,1,25,44.75,44.75,0,0,0.0,100.0,100.0,eg,,,Magic in the Moonlight,Last Love
mena-other,أو إس إن موفيز هوليوود.eg,أو إس إن موفيز هوليوود.eg,PASS,100,1,8,14.5,14.5,0,0,0.0,100.0,100.0,eg,,,Wonder Woman 1984,Jane Got a Gun
mena-other,أو إس إن وان.eg,أو إس إن وان.eg,REVIEW,92,0,54,37.25,37.25,0,6,11.1,100.0,100.0,eg,,EMPTY_DESC=6(11%),Night Court,Vigil S3
mena-other,أو إس إن ياهلا أفلام.eg,أو إس إن ياهلا أفلام.eg,PASS,100,1,28,46.58,46.58,0,0,92.9,7.1,100.0,eg,,,تسليم أهالي,ابن الحاج أحمد
mena-other,أو إس إن ياهلا بالعربي.eg,أو إس إن ياهلا بالعربي.eg,REVIEW,92,0,52,44.67,44.67,0,0,0.0,100.0,100.0,eg,,LOW_TITLE_DIVERSITY=15%,Cranberry Sorbet,My Siblings S4
mena-other,أو إس إن ياهلا.eg,أو إس إن ياهلا.eg,REVIEW,92,0,59,43.92,43.92,0,0,100.0,0.0,100.0,eg,,LOW_TITLE_DIVERSITY=15%,الكبير أوي ج7,سما عالية
mena-other,أو إٍس إن ناو.eg,أو إٍس إن ناو.eg,REVIEW,92,0,48,37.33,37.33,0,6,12.5,100.0,100.0,eg,,EMPTY_DESC=6(12%),برنامج واقعي The Final Pitch: Dubai,CryptoKnights
mena-other,إس بي سي.eg,إس بي سي.eg,REVIEW,92,0,14,14.0,14.0,0,4,100.0,0.0,100.0,eg,,EMPTY_DESC=4(29%),برنامج مطبخ ضحي,رمادي
mena-other,إم بي سي 2.eg,إم بي سي 2.eg,REVIEW,92,0,32,44.5,44.5,0,3,18.8,90.6,100.0,eg,,EMPTY_DESC=3(9%),Batman Begins,The Man from U.N.C.L.E
mena-other,إم بي سي 3.eg,إم بي سي 3.eg,REVIEW,92,0,88,44.0,44.0,0,3,12.5,87.5,100.0,eg,,EMPTY_DESC=3(3%),"Coconut, the Little Dragon",جايمي الفضائي
mena-other,إم بي سي 4.eg,إم بي سي 4.eg,REVIEW,92,0,53,44.25,44.25,0,4,43.4,58.5,100.0,eg,,EMPTY_DESC=4(8%),إش إش,للموت ج3
mena-other,إم بي سي 5.eg,إم بي سي 5.eg,REVIEW,92,0,52,45.08,45.08,0,9,69.2,30.8,100.0,eg,,EMPTY_DESC=9(17%),Vanshaj,بصراحة مع
mena-other,إم بي سي أكشن.eg,إم بي سي أكشن.eg,REVIEW,92,0,46,46.0,46.0,0,26,76.1,76.1,100.0,eg,,EMPTY_DESC=26(57%),أكشن مع وليد,برنامج bear grylls
mena-other,إم بي سي العراق.eg,إم بي سي العراق.eg,REVIEW,92,0,51,44.5,44.5,0,3,76.5,23.5,100.0,eg,,EMPTY_DESC=3(6%),النويلاتي,علي كلاي
mena-other,إم بي سي بوليوود.eg,إم بي سي بوليوود.eg,PASS,100,1,32,44.25,44.25,0,0,12.5,87.5,100.0,eg,,,Mannat: Harr Khushi Paane Ki,Mahnoor
mena-other,إم بي سي دراما.eg,إم بي سي دراما.eg,PASS,100,1,44,44.0,44.0,0,0,75.0,25.0,100.0,eg,,,المداح ج2: أسطورة الوادي,الحفرة ج1
mena-other,إم بي سي ماكس.eg,إم بي سي ماكس.eg,REVIEW,92,0,33,46.17,46.17,0,5,18.2,97.0,100.0,eg,,EMPTY_DESC=5(15%),New Year's Eve,Crazy Stupid Love
mena-other,إم بي سي مصر 2.eg,إم بي سي مصر 2.eg,REVIEW,92,0,40,44.0,44.0,0,4,82.5,17.5,100.0,eg,,EMPTY_DESC=4(10%),صباحك مصري,Uff Yeh Love Hai Mushkil
mena-other,إم بي سي مصر دراما.eg,إم بي سي مصر دراما.eg,REVIEW,92,0,53,43.83,43.83,0,0,83.0,17.0,100.0,eg,,LOW_TITLE_DIVERSITY=11%,ع الحلوة والمرة,الأسطورة
mena-other,إم بي سي مصر.eg,إم بي سي مصر.eg,PASS,100,1,38,46.42,46.42,0,0,76.3,23.7,100.0,eg,,,الحكاية مع عمرو أديب,كلام الناس
mena-other,إم بي سي.eg,إم بي سي.eg,REVIEW,92,0,52,43.75,43.75,0,6,84.6,19.2,100.0,eg,,EMPTY_DESC=6(12%),النويلاتي,صباح الخير يا عرب
mena-other,إم تي في.eg,إم تي في.eg,REVIEW,92,0,52,44.0,44.0,0,31,88.5,13.5,100.0,eg,,EMPTY_DESC=31(60%),Six of Us,برنامج
mena-other,ال دي سي.eg,ال دي سي.eg,REVIEW,92,0,36,38.0,38.0,0,16,100.0,13.9,100.0,eg,,EMPTY_DESC=16(44%),برنامج شمس الصباح,نهاركم سعيد
mena-other,الأولى المغربية.eg,الأولى المغربية.eg,REVIEW,92,0,63,43.83,43.83,0,32,77.8,0.0,100.0,eg,,EMPTY_DESC=32(51%),برنامج أماكن في الذاكرة,برنامج رحلة الخط المغربي
mena-other,التلفزيون العربي 2.eg,التلفزيون العربي 2.eg,REVIEW,92,0,53,44.0,44.0,0,45,100.0,5.7,100.0,eg,,EMPTY_DESC=45(85%),برنامج عالم البهارات,برنامج عشرون
mena-other,الحدث.ae,الحدث.ae,REVIEW,76,0,40,28.0,28.0,0,5,87.5,0.0,100.0,ae,,EMPTY_DESC=5(12%); REPEATED_TITLE=80%; LOW_TITLE_DIVERSITY=10%,أخبار الحدث,أخبار الحدث
mena-other,المحور.eg,المحور.eg,REVIEW,92,0,10,13.0,13.0,0,5,100.0,0.0,100.0,eg,,EMPTY_DESC=5(50%); DUPLICATE_TIMELINE_GROUP=2,حكايات بنات ج2,فيلم
mena-other,الوسط.eg,الوسط.eg,REVIEW,92,0,54,43.25,44.25,0,41,90.7,9.3,100.0,eg,,EMPTY_DESC=41(76%),عملة نادرة,برنامج وثائقي
mena-other,ان ايتش كي الدولي.ps,ان ايتش كي الدولي.ps,REVIEW,92,0,115,40.98,40.98,0,115,0.0,100.0,0.0,ps,,EMPTY_DESC=115(100%),Newsline Asia 24,Magical Japanese
mena-other,اﻹمارات.eg,اﻹمارات.eg,REVIEW,92,0,53,38.5,38.5,0,19,100.0,0.0,100.0,eg,,EMPTY_DESC=19(36%),عين الذيب,أخبار
mena-other,بي إن سيريس إتش دي 2.eg,بي إن سيريس إتش دي 2.eg,PASS,100,1,15,13.42,13.42,0,0,0.0,100.0,100.0,eg,,,NCIS: Sydney S3,King & Conqueror
mena-other,بي إن سيريس.eg,بي إن سيريس.eg,PASS,100,1,13,13.0,13.0,0,0,0.0,84.6,100.0,eg,,,Matlock S2,The Good Doctor S1
mena-other,بي إن موفيز أكشن.eg,بي إن موفيز أكشن.eg,PASS,100,1,25,47.27,47.27,0,0,0.0,100.0,100.0,eg,,,Men in Black: International,My Nanny Stole My Life
mena-other,بي إن موفيز بريمير.eg,بي إن موفيز بريمير.eg,PASS,100,1,24,45.27,45.27,0,0,0.0,100.0,100.0,eg,,,Force of Nature: The Dry 2,Adulthood
mena-other,بي إن موفيز دراما.eg,بي إن موفيز دراما.eg,PASS,100,1,24,44.48,44.48,0,0,0.0,100.0,100.0,eg,,,The Addams Family,Forrest Gump
mena-other,بي إن موفيز فاميلي.eg,بي إن موفيز فاميلي.eg,PASS,100,1,28,46.25,46.25,0,0,0.0,100.0,100.0,eg,,,Are We Done Yet?,Paw Patrol: Jet to the Rescue
mena-other,بي بي سي وورلد نيوز.ps,بي بي سي وورلد نيوز.ps,REVIEW,84,0,104,40.98,40.98,0,104,0.0,100.0,0.0,ps,,EMPTY_DESC=104(100%); LOW_TITLE_DIVERSITY=17%,BBC News,Business Today
mena-other,تن.eg,تن.eg,REVIEW,92,0,43,44.5,44.5,0,27,100.0,0.0,100.0,eg,,EMPTY_DESC=27(63%),برنامج,بالورقة والقلم
mena-other,دبي.eg,دبي.eg,REVIEW,92,0,43,36.5,36.5,0,20,76.7,25.6,100.0,eg,,EMPTY_DESC=20(47%),برنامج دروب,جزيرة غمام
mena-other,دي إم سي.eg,دي إم سي.eg,REVIEW,84,0,20,35.33,35.33,0,9,100.0,0.0,100.0,eg,,LONG_GT_6H=1; EMPTY_DESC=9(45%),حفل غنائي,فيلم عربي
mena-other,رؤيا.eg,رؤيا.eg,REVIEW,92,0,36,46.0,46.0,0,10,100.0,0.0,100.0,eg,,EMPTY_DESC=10(28%),دنيا يا دنيا,مطبخ رؤيا
mena-other,روتانا سينما.eg,روتانا سينما.eg,PASS,100,1,22,40.0,40.0,0,0,100.0,0.0,100.0,eg,,,عسل إسود,مهمة صعبة جدا
mena-other,ستار ورلد.eg,ستار ورلد.eg,PASS,100,1,15,13.42,13.42,0,0,0.0,100.0,100.0,eg,,,MasterChef Australia S15,Britain's Got Talent 14
mena-other,سما دبي.eg,سما دبي.eg,REVIEW,92,0,54,44.0,44.0,0,26,100.0,0.0,100.0,eg,,EMPTY_DESC=26(48%),برنامج عليكم بالعافية,برنامج رواق الفكر
mena-other,عمان.eg,عمان.eg,REVIEW,92,0,83,44.5,44.5,0,44,85.5,14.5,100.0,eg,,EMPTY_DESC=44(53%),نشرة أخبار الحادية عشر,عطر الشام ج3
mena-other,قناة العاصوف.ae,قناة العاصوف.ae,REVIEW,92,0,7,5.08,5.08,0,0,100.0,0.0,100.0,ae,,SPARSE_COVERAGE=5.1h,العاصوف الموسم 3 الحلقة 16,العاصوف الموسم 3 الحلقة 17
mena-other,قناة الكبير أوي.ae,قناة الكبير أوي.ae,REVIEW,92,0,10,4.55,4.55,0,0,100.0,0.0,100.0,ae,,SPARSE_COVERAGE=4.5h,الكبير الموسم 1 الحلقة 2,الكبير الموسم 1 الحلقة 3
mena-other,قناة اللعبة.ae,قناة اللعبة.ae,PASS,100,1,45,27.55,27.55,0,0,100.0,0.0,100.0,ae,,,اللعبة: دوري الأبطال موسم 4 حلقة 4,اللعبة: دوري الأبطال موسم 4 حلقة 5
mena-other,قناة طاش.ae,قناة طاش.ae,REVIEW,92,0,8,4.5,4.5,0,0,100.0,0.0,100.0,ae,,SPARSE_COVERAGE=4.5h,طاش ما طاش موسم 17 حلقة 22,طاش ما طاش موسم 17 حلقة 23
mena-other,قناة مسرح مصر.ae,قناة مسرح مصر.ae,REVIEW,92,0,4,5.27,5.27,0,0,100.0,0.0,100.0,ae,,SPARSE_COVERAGE=5.3h,مسرح مصر الموسم 4 الحلقة 20,مسرح مصر الموسم 1 الحلقة 17
mena-other,قناة مصر الأولى.eg,قناة مصر الأولى.eg,REVIEW,92,0,35,36.0,36.0,0,18,100.0,0.0,100.0,eg,,EMPTY_DESC=18(51%); DUPLICATE_TIMELINE_GROUP=2; DUPLICATE_TIMELINE_UNRELATED,نيللي وشريهان,لن أعيش في جلباب أبي
mena-other,ميكس وان.eg,ميكس وان.eg,REVIEW,92,0,40,44.0,44.0,0,7,45.0,55.0,100.0,eg,,EMPTY_DESC=7(18%),Forbidden Love,Saraswatichandra
mena-other,ناصر القصبي.ae,ناصر القصبي.ae,PASS,100,1,36,27.47,27.47,0,0,100.0,0.0,100.0,ae,,,ابو الملايين موسم 1 حلقة 6,ابو الملايين موسم 1 حلقة 7
mena-other,نايل دراما.eg,نايل دراما.eg,PASS,100,1,13,13.0,13.0,0,0,100.0,0.0,100.0,eg,,,حلم الجنوبي,حلم الجنوبي
mena-other,نايل لايف.eg,نايل لايف.eg,REVIEW,92,0,37,38.0,38.0,0,23,100.0,0.0,100.0,eg,,EMPTY_DESC=23(62%),نهارك سعيد,برنامج سبوت لايت
mena-other,نتورك بالعربية.eg,نتورك بالعربية.eg,PASS,100,1,44,44.0,44.0,0,0,0.0,100.0,100.0,eg,,,Ben 10 S1,The Tom and Jerry Show S5
mena-other,وان دراما.eg,وان دراما.eg,PASS,100,1,14,14.0,14.0,0,0,0.0,100.0,100.0,eg,,,Cherry Season,My Siblings
mena-other,وان موفيز.eg,وان موفيز.eg,NO_EPG,65,0,0,0.0,0.0,0,0,0.0,0.0,0.0,eg,NO_PROGRAMMES,,,
mena-other,يو تي في.eg,يو تي في.eg,REVIEW,92,0,14,13.0,13.0,0,8,100.0,0.0,100.0,eg,,EMPTY_DESC=8(57%),سعادة المجنون,مشاعر
